合肥,高新-望江西路与创新大道交口,130㎡,中层(共26层),祥源城,221万,安徽,4室2厅,朝南,17000元/㎡,2016年建,https://hf.esf.fang.com/chushou/3_404230671.html
合肥,经开-翡翠路与繁华大道交口,95㎡,低层(共11层),中环云邸,143万,安徽,3室1厅,朝西,15053元/㎡,2011年建,https://hf.esf.fang.com/chushou/3_404230672.html
合肥,新站-铜陵北路与物流大道交口,80㎡,中层(共18层),家天下,104万,安徽,2室2厅,南北向,13000元/㎡,2009年建,https://hf.esf.fang.com/chushou/3_404230673.html
合肥,蜀山-潜山路与黄山路交口,105㎡,高层(共32层),华润幸福里,179万,安徽,3室2厅,朝南,17048元/㎡,2014年建,https://hf.esf.fang.com/chushou/3_404230674.html
合肥,包河-徽州大道与南二环交口,115㎡,中层(共28层),望湖城,184万,安徽,3室2厅,南北向,16000元/㎡,2007年建,https://hf.esf.fang.com/chushou/3_404230675.html
合肥,庐阳-阜阳路与临泉路交口,70㎡,低层(共6层),和煦园,91万,安徽,2室1厅,朝东,13000元/㎡,2005年建,https://hf.esf.fang.com/chushou/3_404230676.html
合肥,瑶海-明光路与胜利路交口,92㎡,中层(共24层),恒大城,138万,安徽,3室1厅,朝南,15000元/㎡,2013年建,https://hf.esf.fang.com/chushou/3_404230677.html
合肥,高新-科学大道与习友路交口,125㎡,高层(共30层),保利梧桐语,210万,安徽,4室2厅,南北向,16800元/㎡,2015年建,https://hf.esf.fang.com/chushou/3_404230678.html
合肥,经开-莲花路与锦绣大道交口,88㎡,中层(共18层),观澜华庭,123万,安徽,2室2厅,朝西,13977元/㎡,2012年建,https://hf.esf.fang.com/chushou/3_404230679.html
合肥,新站-淮海大道与铜陵路交口,100㎡,低层(共11层),京商商贸城,130万,安徽,3室1厅,朝北,13000元/㎡,2014年建,https://hf.esf.fang.com/chushou/3_404230680.html
合肥,蜀山-合作化路与望江西路交口,118㎡,中层(共26层),万科金域华府,236万,安徽,3室2厅,南北向,20000元/㎡,2011年建,https://hf.esf.fang.com/chushou/3_404230681.html
合肥,包河-马鞍山路与九华山路交口,78㎡,高层(共33层),铂金汉宫,109万,安徽,2室1厅,朝南,14000元/㎡,2010年建,https://hf.esf.fang.com/chushou/3_404230682.html
合肥,庐阳-北二环与四里河路交口,122㎡,中层(共24层),明发商业广场,183万,安徽,4室2厅,朝东,15000元/㎡,2008年建,https://hf.esf.fang.com/chushou/3_404230683.html
合肥,瑶海-长江东大街与肥东路交口,93㎡,低层(共6层),和平家园,121万,安徽,3室1厅,南北向,13011元/㎡,2006年建,https://hf.esf.fang.com/chushou/3_404230684.html
合肥,高新-创新大道与望江西路交口,135㎡,高层(共32层),海亮九玺,243万,安徽,4室2厅,朝南,18000元/㎡,2016年建,https://hf.esf.fang.com/chushou/3_404230685.html
合肥,经开-天都路与芙蓉路交口,82㎡,中层(共18层),御景前城,111万,安徽,2室2厅,朝西,13537元/㎡,2013年建,https://hf.esf.fang.com/chushou/3_404230686.html
合肥,新站-新蚌埠路与北二环交口,95㎡,高层(共30层),禹洲中央城,133万,安徽,3室2厅,朝北,14000元/㎡,2015年建,https://hf.esf.fang.com/chushou/3_404230687.html
合肥,蜀山-青阳路与贵池路交口,108㎡,中层(共24层),安居苑,173万,安徽,3室2厅,南北向,16019元/㎡,2004年建,https://hf.esf.fang.com/chushou/3_404230688.html
合肥,包河-宿松路与祁门路交口,112㎡,低层(共11层),绿地中心,179万,安徽,3室2厅,朝南,16000元/㎡,2014年建,https://hf.esf.fang.com/chushou/3_404230689.html
合肥,庐阳-蒙城路与北一环交口,72㎡,高层(共33层),金鼎国际,94万,安徽,2室1厅,朝东,13056元/㎡,2007年建,https://hf.esf.fang.com/chushou/3_404230690.html
合肥,瑶海-当涂路与新安江路交口,102㎡,中层(共26层),保利东郡,143万,安徽,3室2厅,南北向,14020元/㎡,2015年建,https://hf.esf.fang.com/chushou/3_404230691.html
合肥,高新-习友路与科学大道交口,128㎡,高层(共30层),百商悦澜山,218万,安徽,4室2厅,朝南,17031元/㎡,2014年建,https://hf.esf.fang.com/chushou/3_404230692.html
合肥,经开-金寨路与繁华大道交口,90㎡,中层(共18层),中环城,135万,安徽,3室1厅,朝西,15000元/㎡,2011年建,https://hf.esf.fang.com/chushou/3_404230693.html
合肥,新站-淮海大道与梦溪路交口,86㎡,低层(共11层),文一陶冲湖城市广场,112万,安徽,2室2厅,朝北,13023元/㎡,2016年建,https://hf.esf.fang.com/chushou/3_404230694.html
合肥,蜀山-怀宁路与南二环交口,115㎡,中层(共28层),华润凯旋门,253万,安徽,3室2厅,南北向,22000元/㎡,2013年建,https://hf.esf.fang.com/chushou/3_404230695.html
南京,玄武-北京东路与太平北路交口,100㎡,中层(共24层),丹凤新寓,260万,江苏,3室1厅,朝南,26000元/㎡,2005年建,https://nj.esf.fang.com/chushou/3_404230696.html
南京,鼓楼-中山北路与湖南路交口,95㎡,高层(共30层),中商万豪,238万,江苏,2室2厅,朝东,25053元/㎡,2008年建,https://nj.esf.fang.com/chushou/3_404230697.html
南京,建邺-江东中路与集庆门大街交口,120㎡,中层(共26层),万达西地,360万,江苏,3室2厅,南北向,30000元/㎡,2010年建,https://nj.esf.fang.com/chushou/3_404230698.html
南京,秦淮-龙蟠中路与瑞金路交口,85㎡,低层(共6层),瑞金新村,204万,江苏,2室1厅,朝西,24000元/㎡,2003年建,https://nj.esf.fang.com/chushou/3_404230699.html
南京,雨花-雨花西路与安德门大街交口,90㎡,中层(共18层),时光澔韵,225万,江苏,3室1厅,朝北,25000元/㎡,2012年建,https://nj.esf.fang.com/chushou/3_404230700.html
南京,栖霞-仙林大道与学海路交口,110㎡,高层(共33层),亚东城,308万,江苏,3室2厅,南北向,28000元/㎡,2007年建,https://nj.esf.fang.com/chushou/3_404230701.html
南京,江宁-天元中路与竹山路交口,105㎡,中层(共26层),百家湖花园,263万,江苏,3室2厅,朝南,25048元/㎡,2009年建,https://nj.esf.fang.com/chushou/3_404230702.html
南京,浦口-浦珠中路与定向河路交口,88㎡,低层(共11层),江浦街道小区,176万,江苏,2室2厅,朝东,20000元/㎡,2014年建,https://nj.esf.fang.com/chushou/3_404230703.html
南京,六合-龙池路与六合大道交口,75㎡,高层(共30层),荣盛花语城,105万,江苏,2室1厅,朝西,14000元/㎡,2016年建,https://nj.esf.fang.com/chushou/3_404230704.html
南京,溧水-永阳街道与秦淮大道交口,92㎡,中层(共18层),溧水万达广场,110万,江苏,3室1厅,朝北,11957元/㎡,2018年建,https://nj.esf.fang.com/chushou/3_404230705.html
南京,玄武-龙蟠路与锁金村交口,82㎡,低层(共6层),锁金村小区,197万,江苏,2室1厅,南北向,24024元/㎡,2002年建,https://nj.esf.fang.com/chushou/3_404230706.html
南京,鼓楼-广州路与上海路交口,102㎡,中层(共24层),广州路小区,286万,江苏,3室2厅,朝南,28039元/㎡,2006年建,https://nj.esf.fang.com/chushou/3_404230707.html
南京,建邺-奥体大街与江东中路交口,130㎡,高层(共32层),仁恒江湾城,520万,江苏,4室2厅,南北向,40000元/㎡,2012年建,https://nj.esf.fang.com/chushou/3_404230708.html
南京,秦淮-中华路与瞻园路交口,78㎡,高层(共30层),金沙井小区,195万,江苏,2室1厅,朝东,25000元/㎡,2004年建,https://nj.esf.fang.com/chushou/3_404230709.html
南京,雨花-软件大道与花神大道交口,95㎡,中层(共18层),君悦湖滨,247万,江苏,3室1厅,朝西,26000元/㎡,2010年建,https://nj.esf.fang.com/chushou/3_404230710.html
南京,栖霞-迈皋桥街道与和燕路交口,86㎡,低层(共6层),迈皋桥小区,172万,江苏,2室2厅,朝北,20000元/㎡,2003年建,https://nj.esf.fang.com/chushou/3_404230711.html
南京,江宁-秣陵街道与将军大道交口,115㎡,中层(共26层),托乐嘉花园,311万,江苏,3室2厅,南北向,27043元/㎡,2008年建,https://nj.esf.fang.com/chushou/3_404230712.html
南京,浦口-江浦街道与浦口大道交口,100㎡,高层(共30层),正荣润江城,250万,江苏,3室2厅,朝南,25000元/㎡,2016年建,https://nj.esf.fang.com/chushou/3_404230713.html
南京,六合-雄州街道与龙津路交口,90㎡,中层(共18层),荣盛莉湖春晓,117万,江苏,3室1厅,朝东,13000元/㎡,2015年建,https://nj.esf.fang.com/chushou/3_404230714.html
南京,溧水-柘塘街道与团山路交口,80㎡,低层(共11层),溧水碧桂园,96万,江苏,2室2厅,朝西,12000元/㎡,2019年建,https://nj.esf.fang.com/chushou/3_404230715.html
南京,玄武-长江路与洪武北路交口,98㎡,中层(共24层),长江路小区,274万,江苏,3室1厅,南北向,28000元/㎡,2005年建,https://nj.esf.fang.com/chushou/3_404230716.html
南京,鼓楼-宁海路与北京西路交口,88㎡,低层(共6层),宁海路小区,238万,江苏,2室1厅,朝南,27045元/㎡,2001年建,https://nj.esf.fang.com/chushou/3_404230717.html
南京,建邺-庐山路与新安江街交口,125㎡,高层(共30层),中海塞纳丽舍,438万,江苏,4室2厅,南北向,35040元/㎡,2009年建,https://nj.esf.fang.com/chushou/3_404230718.html
南京,秦淮-建康路与太平南路交口,72㎡,高层(共33层),建康路小区,180万,江苏,2室1厅,朝东,25000元/㎡,2003年建,https://nj.esf.fang.com/chushou/3_404230719.html
南京,雨花-宁南大道与卡子门大街交口,105㎡,中层(共18层),仁恒翠竹园,336万,江苏,3室2厅,朝西,32000元/㎡,2006年建,https://nj.esf.fang.com/chushou/3_404230720.html
南京,栖霞-仙林大学城与文苑路交口,110㎡,中层(共26层),南大和园,352万,江苏,3室2厅,朝北,32000元/㎡,2010年建,https://nj.esf.fang.com/chushou/3_404230721.html
南京,江宁-秣陵街道与天元东路交口,95㎡,中层(共18层),天印花园,219万,江苏,3室1厅,南北向,23053元/㎡,2007年建,https://nj.esf.fang.com/chushou/3_404230722.html
南京,浦口-桥北街道与大桥北路交口,85㎡,高层(共30层),弘阳旭日上城,170万,江苏,2室2厅,朝南,20000元/㎡,2013年建,https://nj.esf.fang.com/chushou/3_404230723.html
南京,六合-龙袍街道与金江公路交口,70㎡,低层(共6层),龙袍小区,84万,江苏,2室1厅,朝东,12000元/㎡,2002年建,https://nj.esf.fang.com/chushou/3_404230724.html
南京,溧水-白马镇与康居路交口,82㎡,中层(共11层),白马碧桂园,90万,江苏,2室2厅,朝西,10976元/㎡,2020年建,https://nj.esf.fang.com/chushou/3_404230725.html
杭州,西湖-文二路与莫干山路交口,105㎡,中层(共24层),文二新村,368万,浙江,3室2厅,朝南,35048元/㎡,2004年建,https://hz.esf.fang.com/chushou/3_404230726.html
杭州,上城-延安路与平海路交口,90㎡,高层(共30层),平海公寓,315万,浙江,2室2厅,朝东,35000元/㎡,2006年建,https://hz.esf.fang.com/chushou/3_404230727.html
杭州,下城-庆春路与建国北路交口,120㎡,中层(共26层),东河家园,480万,浙江,3室2厅,南北向,40000元/㎡,2008年建,https://hz.esf.fang.com/chushou/3_404230728.html
杭州,拱墅-湖墅南路与潮王路交口,85㎡,低层(共6层),湖墅新村,255万,浙江,2室1厅,朝西,30000元/㎡,2003年建,https://hz.esf.fang.com/chushou/3_404230729.html
杭州,滨江-江南大道与火炬大道交口,110㎡,高层(共33层),彩虹城,385万,浙江,3室2厅,朝北,35000元/㎡,2010年建,https://hz.esf.fang.com/chushou/3_404230730.html
杭州,萧山-市心北路与建设三路交口,95㎡,中层(共18层),江南国际城,285万,浙江,3室1厅,南北向,30000元/㎡,2016年建,https://hz.esf.fang.com/chushou/3_404230731.html
杭州,余杭-文一西路与高教路交口,100㎡,中层(共26层),未来科技城小区,320万,浙江,3室2厅,朝南,32000元/㎡,2018年建,https://hz.esf.fang.com/chushou/3_404230732.html
杭州,钱塘-之江路与珊瑚沙路交口,88㎡,低层(共11层),之江诚品,229万,浙江,2室2厅,朝东,26023元/㎡,2015年建,https://hz.esf.fang.com/chushou/3_404230733.html
杭州,临安-钱王街与万马路交口,75㎡,高层(共30层),临安碧桂园,105万,浙江,2室1厅,朝西,14000元/㎡,2019年建,https://hz.esf.fang.com/chushou/3_404230734.html
杭州,桐庐-迎春路与学圣路交口,92㎡,中层(共18层),桐庐碧桂园,110万,浙江,3室1厅,朝北,11957元/㎡,2020年建,https://hz.esf.fang.com/chushou/3_404230735.html
杭州,西湖-天目山路与紫金港路交口,115㎡,中层(共28层),紫金港湾,403万,浙江,3室2厅,南北向,35043元/㎡,2007年建,https://hz.esf.fang.com/chushou/3_404230736.html
杭州,上城-庆春东路与钱江路交口,102㎡,高层(共32层),钱江新城小区,408万,浙江,3室2厅,朝南,40000元/㎡,2012年建,https://hz.esf.fang.com/chushou/3_404230737.html
杭州,下城-绍兴路与香积寺路交口,82㎡,低层(共6层),绍兴路小区,230万,浙江,2室1厅,朝东,28049元/㎡,2002年建,https://hz.esf.fang.com/chushou/3_404230738.html
杭州,拱墅-莫干山路与登云路交口,125㎡,中层(共26层),和睦新村,375万,浙江,4室2厅,朝西,30000元/㎡,2005年建,https://hz.esf.fang.com/chushou/3_404230739.html
杭州,滨江-闻涛路与建业路交口,130㎡,高层(共33层),太阳国际,520万,浙江,4室2厅,南北向,40000元/㎡,2009年建,https://hz.esf.fang.com/chushou/3_404230740.html
杭州,萧山-金城路与青年路交口,90㎡,中层(共18层),汇德隆银隆百货,243万,浙江,3室1厅,朝北,27000元/㎡,2014年建,https://hz.esf.fang.com/chushou/3_404230741.html
杭州,余杭-良渚路与古墩路交口,105㎡,中层(共26层),良渚文化村,315万,浙江,3室2厅,朝南,30000元/㎡,2011年建,https://hz.esf.fang.com/chushou/3_404230742.html
杭州,钱塘-下沙路与11号大街交口,85㎡,高层(共30层),下沙碧桂园,170万,浙江,2室2厅,朝东,20000元/㎡,2017年建,https://hz.esf.fang.com/chushou/3_404230743.html
杭州,临安-锦城街道与钱王街交口,78㎡,低层(共6层),锦城小区,109万,浙江,2室1厅,朝西,14000元/㎡,2001年建,https://hz.esf.fang.com/chushou/3_404230744.html
杭州,桐庐-桐君路与迎春路交口,86㎡,中层(共18层),桐君小区,103万,浙江,2室2厅,朝北,12000元/㎡,2003年建,https://hz.esf.fang.com/chushou/3_404230745.html
杭州,西湖-曙光路与求是路交口,98㎡,中层(共24层),曙光新村,343万,浙江,3室1厅,南北向,35000元/㎡,2006年建,https://hz.esf.fang.com/chushou/3_404230746.html
杭州,上城-西湖大道与建国南路交口,88㎡,高层(共30层),西湖银泰小区,299万,浙江,2室2厅,朝南,34000元/㎡,2007年建,https://hz.esf.fang.com/chushou/3_404230747.html
杭州,下城-体育场路与中河北路交口,102㎡,中层(共26层),体育场路小区,326万,浙江,3室2厅,朝东,32000元/㎡,2004年建,https://hz.esf.fang.com/chushou/3_404230748.html
杭州,拱墅-大关路与长乐路交口,95㎡,低层(共6层),大关小区,266万,浙江,3室1厅,朝西,28000元/㎡,2002年建,https://hz.esf.fang.com/chushou/3_404230749.html
杭州,滨江-滨盛路与长河路交口,115㎡,高层(共32层),滨盛小区,403万,浙江,3室2厅,南北向,35043元/㎡,2010年建,https://hz.esf.fang.com/chushou/3_404230750.html
杭州,萧山-建设四路与市心南路交口,100㎡,中层(共18层),南部卧城小区,280万,浙江,3室2厅,朝北,28000元/㎡,2015年建,https://hz.esf.fang.com/chushou/3_404230751.html
杭州,余杭-星桥南路与天都路交口,82㎡,中层(共18层),星桥小区,164万,浙江,2室2厅,朝南,20000元/㎡,2013年建,https://hz.esf.fang.com/chushou/3_404230752.html
杭州,钱塘-之江东路与23号大街交口,90㎡,高层(共30层),下沙江滨小区,225万,浙江,3室1厅,朝东,25000元/㎡,2016年建,https://hz.esf.fang.com/chushou/3_404230753.html
杭州,临安-青山湖街道与科技大道交口,105㎡,中层(共26层),青山湖科技城,158万,浙江,3室2厅,朝西,15048元/㎡,2018年建,https://hz.esf.fang.com/chushou/3_404230754.html
杭州,桐庐-富春江路与滨江路交口,80㎡,低层(共11层),富春江小区,96万,浙江,2室1厅,朝北,12000元/㎡,2005年建,https://hz.esf.fang.com/chushou/3_404230755.html
苏州,姑苏-干将路与养育巷交口,100㎡,中层(共24层),养育巷小区,320万,江苏,3室1厅,朝南,32000元/㎡,2004年建,https://sz.esf.fang.com/chushou/3_404230756.html
苏州,工业园区-星湖街与现代大道交口,110㎡,高层(共33层),玲珑湾,440万,江苏,3室2厅,南北向,40000元/㎡,2008年建,https://sz.esf.fang.com/chushou/3_404230757.html
苏州,高新-长江路与邓尉路交口,95㎡,中层(共18层),狮山小区,285万,江苏,3室1厅,朝东,30000元/㎡,2006年建,https://sz.esf.fang.com/chushou/3_404230758.html
苏州,吴中-东吴北路与宝带东路交口,85㎡,低层(共6层),东吴花园,204万,江苏,2室1厅,朝西,24000元/㎡,2003年建,https://sz.esf.fang.com/chushou/3_404230759.html
苏州,相城-华元路与采莲路交口,90㎡,中层(共18层),活力岛小区,180万,江苏,3室1厅,朝北,20000元/㎡,2014年建,https://sz.esf.fang.com/chushou/3_404230760.html
苏州,吴江-中山北路与江兴西路交口,105㎡,中层(共26层),吴江碧桂园,168万,江苏,3室2厅,南北向,16000元/㎡,2018年建,https://sz.esf.fang.com/chushou/3_404230761.html
苏州,昆山-前进路与长江中路交口,100㎡,中层(共26层),昆山万达广场,200万,江苏,3室2厅,朝南,20000元/㎡,2016年建,https://sz.esf.fang.com/chushou/3_404230762.html
苏州,常熟-海虞南路与方塔街交口,88㎡,低层(共11层),方塔小区,132万,江苏,2室2厅,朝东,15000元/㎡,2005年建,https://sz.esf.fang.com/chushou/3_404230763.html
苏州,张家港-长安路与人民路交口,75㎡,高层(共30层),张家港碧桂园,98万,江苏,2室1厅,朝西,13067元/㎡,2019年建,https://sz.esf.fang.com/chushou/3_404230764.html
苏州,太仓-上海东路与太平南路交口,92㎡,中层(共18层),太仓碧桂园,110万,江苏,3室1厅,朝北,11957元/㎡,2020年建,https://sz.esf.fang.com/chushou/3_404230765.html
苏州,姑苏-临顿路与白塔东路交口,82㎡,低层(共6层),临顿路小区,230万,江苏,2室1厅,南北向,28049元/㎡,2002年建,https://sz.esf.fang.com/chushou/3_404230766.html
苏州,工业园区-星塘街与金鸡湖大道交口,120㎡,高层(共32层),东方之门,720万,江苏,4室2厅,朝南,60000元/㎡,2012年建,https://sz.esf.fang.com/chushou/3_404230767.html
苏州,高新-何山路与塔园路交口,102㎡,中层(共24层),何山花园,286万,江苏,3室2厅,朝东,28039元/㎡,2007年建,https://sz.esf.fang.com/chushou/3_404230768.html
苏州,吴中-石湖路与友新路交口,95㎡,中层(共18层),石湖华城,238万,江苏,3室1厅,朝西,25053元/㎡,2010年建,https://sz.esf.fang.com/chushou/3_404230769.html
苏州,相城-春申湖路与澄和路交口,86㎡,低层(共11层),春申湖小区,138万,江苏,2室2厅,朝北,16047元/㎡,2013年建,https://sz.esf.fang.com/chushou/3_404230770.html
苏州,吴江-开平路与秋枫街交口,115㎡,中层(共26层),吴江太湖新城,230万,江苏,3室2厅,南北向,20000元/㎡,2017年建,https://sz.esf.fang.com/chushou/3_404230771.html
苏州,昆山-前进东路与洞庭湖路交口,105㎡,中层(共26层),昆山城东小区,179万,江苏,3室2厅,朝南,17048元/㎡,2015年建,https://sz.esf.fang.com/chushou/3_404230772.html
苏州,常熟-招商东路与琴湖路交口,90㎡,中层(共18层),琴湖小区,135万,江苏,3室1厅,朝东,15000元/㎡,2008年建,https://sz.esf.fang.com/chushou/3_404230773.html
苏州,张家港-沙洲中路与国泰路交口,80㎡,低层(共6层),沙洲小区,104万,江苏,2室1厅,朝西,13000元/㎡,2004年建,https://sz.esf.fang.com/chushou/3_404230774.html
苏州,太仓-人民南路与上海西路交口,85㎡,中层(共18层),太仓老城区小区,102万,江苏,2室2厅,朝北,12000元/㎡,2006年建,https://sz.esf.fang.com/chushou/3_404230775.html
苏州,姑苏-西环路与三香路交口,98㎡,中层(共24层),三香花园,274万,江苏,3室1厅,南北向,28000元/㎡,2005年建,https://sz.esf.fang.com/chushou/3_404230776.html
苏州,工业园区-现代大道与星明街交口,110㎡,高层(共30层),新城花园,385万,江苏,3室2厅,朝南,35000元/㎡,2009年建,https://sz.esf.fang.com/chushou/3_404230777.html
苏州,高新-滨河路与玉山路交口,100㎡,中层(共24层),滨河花园,280万,江苏,3室2厅,朝东,28000元/㎡,2006年建,https://sz.esf.fang.com/chushou/3_404230778.html
苏州,吴中-越溪街与吴中大道交口,92㎡,中层(共18层),越溪小区,166万,江苏,3室1厅,朝西,18043元/㎡,2012年建,https://sz.esf.fang.com/chushou/3_404230779.html
苏州,相城-阳澄湖东路与澄阳路交口,88㎡,低层(共11层),阳澄湖小区,141万,江苏,2室2厅,朝北,16023元/㎡,2011年建,https://sz.esf.fang.com/chushou/3_404230780.html
苏州,吴江-盛泽大道与东方大道交口,105㎡,中层(共26层),盛泽碧桂园,168万,江苏,3室2厅,南北向,16000元/㎡,2019年建,https://sz.esf.fang.com/chushou/3_404230781.html
苏州,昆山-萧林路与青阳路交口,95㎡,中层(共18层),昆山城北小区,162万,江苏,3室1厅,朝南,17053元/㎡,2014年建,https://sz.esf.fang.com/chushou/3_404230782.html
苏州,常熟-黄河路与海虞北路交口,86㎡,低层(共6层),黄河路小区,129万,江苏,2室1厅,朝东,15000元/㎡,2003年建,https://sz.esf.fang.com/chushou/3_404230783.html
苏州,张家港-暨阳中路与港城大道交口,78㎡,高层(共30层),暨阳小区,109万,江苏,2室1厅,朝西,14000元/㎡,2005年建,https://sz.esf.fang.com/chushou/3_404230784.html
苏州,太仓-太平北路与郑和中路交口,90㎡,中层(共18层),太仓新区小区,117万,江苏,3室1厅,朝北,13000元/㎡,2016年建,https://sz.esf.fang.com/chushou/3_404230785.html
苏州,姑苏-干将东路与临顿路交口,102㎡,中层(共24层),干将东路小区,326万,江苏,3室2厅,南北向,32000元/㎡,2004年建,https://sz.esf.fang.com/chushou/3_404230786.html
苏州,工业园区-金鸡湖大道与星湖街交口,125㎡,高层(共32层),金鸡湖花园,625万,江苏,4室2厅,朝南,50000元/㎡,2010年建,https://sz.esf.fang.com/chushou/3_404230787.html
苏州,高新-狮山路与塔园路交口,115㎡,中层(共26层),狮山御园,460万,江苏,3室2厅,朝东,40000元/㎡,2013年建,https://sz.esf.fang.com/chushou/3_404230788.html
苏州,吴中-木渎镇与金山南路交口,100㎡,中层(共18层),木渎小区,200万,江苏,3室2厅,朝西,20000元/㎡,2009年建,https://sz.esf.fang.com/chushou/3_404230789.html
苏州,相城-蠡口大街与春申湖西路交口,85㎡,低层(共6层),蠡口小区,136万,江苏,2室1厅,朝北,16000元/㎡,2007年建,https://sz.esf.fang.com/chushou/3_404230790.html
苏州,吴江-松陵镇与中山南路交口,95㎡,中层(共18层),松陵小区,152万,江苏,3室1厅,南北向,16000元/㎡,2015年建,https://sz.esf.fang.com/chushou/3_404230791.html
苏州,昆山-玉山镇与前进西路交口,105㎡,中层(共26层),玉山小区,179万,江苏,3室2厅,朝南,17048元/㎡,2013年建,https://sz.esf.fang.com/chushou/3_404230792.html
苏州,常熟-虞山镇与方塔北路交口,88㎡,低层(共11层),虞山小区,132万,江苏,2室2厅,朝东,15000元/㎡,2006年建,https://sz.esf.fang.com/chushou/3_404230793.html
苏州,张家港-杨舍镇与沙洲西路交口,80㎡,高层(共30层),杨舍小区,104万,江苏,2室1厅,朝西,13000元/㎡,2017年建,https://sz.esf.fang.com/chushou/3_404230794.html
苏州,太仓-城厢镇与上海东路交口,92㎡,中层(共18层),城厢小区,110万,江苏,3室1厅,朝北,11957元/㎡,2018年建,https://sz.esf.fang.com/chushou/3_404230795.html
无锡,梁溪-中山路与人民路交口,100㎡,中层(共24层),中山路小区,280万,江苏,3室1厅,朝南,28000元/㎡,2004年建,https://wx.esf.fang.com/chushou/3_404230796.html
无锡,滨湖-蠡湖大道与高浪路交口,110㎡,高层(共33层),蠡湖公馆,330万,江苏,3室2厅,南北向,30000元/㎡,2010年建,https://wx.esf.fang.com/chushou/3_404230797.html
无锡,锡山-东亭路与华夏路交口,95㎡,中层(共18层),东亭小区,190万,江苏,3室1厅,朝东,20000元/㎡,2007年建,https://wx.esf.fang.com/chushou/3_404230798.html
无锡,惠山-堰桥路与政和大道交口,85㎡,低层(共6层),堰桥小区,136万,江苏,2室1厅,朝西,16000元/㎡,2003年建,https://wx.esf.fang.com/chushou/3_404230799.html
无锡,新吴-长江北路与金城路交口,90㎡,中层(共18层),长江国际花园,180万,江苏,3室1厅,朝北,20000元/㎡,2012年建,https://wx.esf.fang.com/chushou/3_404230800.html
无锡,江阴-澄江路与虹桥路交口,105㎡,中层(共26层),江阴碧桂园,168万,江苏,3室2厅,南北向,16000元/㎡,2018年建,https://wx.esf.fang.com/chushou/3_404230801.html
无锡,宜兴-宜城街道与陶都路交口,100㎡,中层(共26层),宜兴万达广场,150万,江苏,3室2厅,朝南,15000元/㎡,2016年建,https://wx.esf.fang.com/chushou/3_404230802.html
无锡,梁溪-五爱路与人民路交口,88㎡,低层(共11层),五爱小区,211万,江苏,2室2厅,朝东,24000元/㎡,2005年建,https://wx.esf.fang.com/chushou/3_404230803.html
无锡,滨湖-太湖大道与鸿桥路交口,75㎡,高层(共30层),太湖花园,135万,江苏,2室1厅,朝西,18000元/㎡,2008年建,https://wx.esf.fang.com/chushou/3_404230804.html
无锡,锡山-安镇镇与锡沪路交口,92㎡,中层(共18层),安镇小区,129万,江苏,3室1厅,朝北,14022元/㎡,2019年建,https://wx.esf.fang.com/chushou/3_404230805.html
无锡,梁溪-解放北路与县前街交口,82㎡,低层(共6层),解放北路小区,189万,江苏,2室1厅,南北向,23049元/㎡,2002年建,https://wx.esf.fang.com/chushou/3_404230806.html
无锡,滨湖-蠡湖大道与望山路交口,120㎡,高层(共32层),蠡湖香樟园,480万,江苏,4室2厅,朝南,40000元/㎡,2013年建,https://wx.esf.fang.com/chushou/3_404230807.html
无锡,锡山-锡沪路与友谊路交口,102㎡,中层(共24层),友谊家园,204万,江苏,3室2厅,朝东,20000元/㎡,2009年建,https://wx.esf.fang.com/chushou/3_404230808.html
无锡,惠山-钱桥街道与盛岸路交口,95㎡,中层(共18层),钱桥小区,152万,江苏,3室1厅,朝西,16000元/㎡,2011年建,https://wx.esf.fang.com/chushou/3_404230809.html
无锡,新吴-旺庄路与湘江路交口,86㎡,低层(共11层),旺庄小区,138万,江苏,2室2厅,朝北,16047元/㎡,2010年建,https://wx.esf.fang.com/chushou/3_404230810.html
无锡,江阴-澄江街道与长江路交口,115㎡,中层(共26层),长江国际,230万,江苏,3室2厅,南北向,20000元/㎡,2015年建,https://wx.esf.fang.com/chushou/3_404230811.html
无锡,宜兴-宜城街道与荆邑路交口,105㎡,中层(共26层),荆邑小区,158万,江苏,3室2厅,朝南,15048元/㎡,2017年建,https://wx.esf.fang.com/chushou/3_404230812.html
无锡,梁溪-南长街与永乐路交口,98㎡,中层(共24层),南长街小区,245万,江苏,3室1厅,南北向,25000元/㎡,2006年建,https://wx.esf.fang.com/chushou/3_404230813.html
无锡,滨湖-建筑路与蠡溪路交口,88㎡,高层(共30层),建筑路小区,185万,江苏,2室2厅,朝东,21023元/㎡,2007年建,https://wx.esf.fang.com/chushou/3_404230814.html
无锡,锡山-东北塘镇与东亭路交口,102㎡,中层(共24层),东北塘小区,184万,江苏,3室2厅,朝东,18039元/㎡,2008年建,https://wx.esf.fang.com/chushou/3_404230815.html
无锡,惠山-洛社镇与洛南大道交口,95㎡,低层(共6层),洛社小区,133万,江苏,3室1厅,朝西,14000元/㎡,2004年建,https://wx.esf.fang.com/chushou/3_404230816.html
无锡,新吴-梅村街道与泰伯大道交口,90㎡,中层(共18层),梅里香舍,162万,江苏,3室1厅,朝北,18000元/㎡,2013年建,https://wx.esf.fang.com/chushou/3_404230817.html
